timestamp,building_zone,hour_of_day,day_of_week,power_kw,temperature_c,occupancy
2026-06-08 10:00,Lab-B,10,0,15.72,25.7,8.0
2026-06-08 10:00,Office,10,0,17.42,27.4,20.0
2026-06-08 10:00,Cafeteria,10,0,20.29,25.1,33.0
2026-06-08 10:00,Server-Room,10,0,53.11,27.8,2.0
2026-06-08 10:00,Gym,10,0,10.86,22.7,7.0
2026-06-08 11:00,Lab-A,11,0,20.21,25.8,9.0
2026-06-08 11:00,Lab-B,11,0,27.16,27.7,33.0
2026-06-08 11:00,Office,11,0,23.15,27.8,
2026-06-08 11:00,Cafeteria,11,0,28.14,28.5,40.0
2026-06-08 11:00,Server-Room,11,0,51.36,27.8,1.0
2026-06-08 11:00,Gym,11,0,14.12,27.5,19.0
2026-06-08 12:00,Lab-A,12,0,18.9,24.4,5.0
2026-06-08 12:00,Lab-B,12,0,24.57,27.5,32.0
2026-06-08 12:00,Office,12,0,16.13,24.7,26.0
2026-06-08 12:00,Cafeteria,12,0,14.34,24.7,6.0
2026-06-08 12:00,Server-Room,12,0,48.51,26.2,0.0
2026-06-08 12:00,Gym,12,0,8.4,23.6,9.0
2026-06-08 13:00,Lab-A,13,0,20.42,25.0,13.0
2026-06-08 13:00,Lab-B,13,0,22.9,23.7,31.0
2026-06-08 13:00,Office,13,0,18.52,25.8,16.0
2026-06-08 13:00,Cafeteria,13,0,17.91,27.1,8.0
2026-06-08 13:00,Server-Room,13,0,49.93,28.2,2.0
2026-06-08 13:00,Gym,13,0,,24.1,24.0
2026-06-08 14:00,Lab-A,14,0,,25.7,14.0
2026-06-08 14:00,Lab-B,14,0,25.17,23.9,26.0
2026-06-08 14:00,Office,14,0,19.03,23.0,38.0
2026-06-08 14:00,Cafeteria,14,0,17.65,25.1,8.0
2026-06-08 14:00,Server-Room,14,0,47.5,25.9,2.0
2026-06-08 14:00,Gym,14,0,14.86,27.1,17.0
2026-06-08 15:00,Lab-A,15,0,20.36,24.0,17.0
2026-06-08 15:00,Lab-B,15,0,18.66,22.2,35.0
2026-06-08 15:00,Office,15,0,16.49,24.8,26.0
2026-06-08 15:00,Cafeteria,15,0,17.16,22.5,26.0
2026-06-08 15:00,Server-Room,15,0,50.16,26.1,0.0
2026-06-08 15:00,Gym,15,0,8.19,20.3,7.0
2026-06-08 16:00,Lab-A,16,0,19.12,21.4,19.0
2026-06-08 16:00,Lab-B,16,0,20.0,22.2,18.0
2026-06-08 16:00,Office,16,0,14.84,,26.0
2026-06-08 16:00,Cafeteria,16,0,24.6,23.8,30.0
2026-06-08 16:00,Server-Room,16,0,46.51,23.4,1.0
2026-06-08 16:00,Gym,16,0,19.54,22.9,40.0
2026-06-08 17:00,Lab-A,17,0,17.67,17.8,17.0
2026-06-08 17:00,Lab-B,17,0,20.5,20.4,28.0
2026-06-08 17:00,Office,17,0,14.13,19.8,17.0
2026-06-08 17:00,Cafeteria,17,0,14.96,19.8,21.0
2026-06-08 17:00,Server-Room,17,0,46.59,20.1,2.0
2026-06-08 17:00,Gym,17,0,8.05,21.9,16.0
2026-06-08 18:00,Lab-A,18,0,16.09,18.4,6.0
2026-06-08 18:00,Lab-B,18,0,16.48,17.5,12.0
2026-06-08 18:00,Office,18,0,20.93,18.2,34.0
2026-06-08 18:00,Cafeteria,18,0,13.01,21.8,15.0
2026-06-08 18:00,Server-Room,18,0,43.52,20.3,2.0
2026-06-08 18:00,Gym,18,0,10.8,20.3,9.0
2026-06-08 19:00,Lab-A,19,0,14.36,16.2,1.0
2026-06-08 19:00,Lab-B,19,0,11.67,15.5,3.0
2026-06-08 19:00,Office,19,0,8.74,17.0,3.0
2026-06-08 19:00,Cafeteria,19,0,8.01,16.1,0.0
2026-06-08 19:00,Server-Room,19,0,47.02,15.7,4.0
2026-06-08 19:00,Gym,19,0,7.18,18.5,1.0
2026-06-08 20:00,Lab-A,20,0,12.13,16.3,1.0
2026-06-08 20:00,Lab-B,20,0,13.5,14.2,3.0
2026-06-08 20:00,Office,20,0,,14.5,3.0
2026-06-08 20:00,Cafeteria,20,0,10.16,11.5,1.0
2026-06-08 20:00,Server-Room,20,0,45.05,14.0,5.0
2026-06-08 20:00,Gym,20,0,7.49,12.7,4.0
2026-06-08 21:00,Lab-A,21,0,15.33,10.6,2.0
2026-06-08 21:00,Lab-B,21,0,13.22,10.4,3.0
2026-06-08 21:00,Office,21,0,8.56,14.1,5.0
2026-06-08 21:00,Cafeteria,21,0,13.07,13.2,0.0
2026-06-08 21:00,Server-Room,21,0,44.76,13.3,3.0
2026-06-08 21:00,Gym,21,0,7.26,11.0,2.0
2026-06-08 22:00,Lab-A,22,0,14.73,12.4,1.0
2026-06-08 22:00,Lab-B,22,0,14.47,13.2,4.0
2026-06-08 22:00,Office,22,0,9.08,9.8,2.0
2026-06-08 22:00,Cafeteria,22,0,11.66,12.8,4.0
2026-06-08 22:00,Server-Room,22,0,46.35,9.6,2.0
2026-06-08 22:00,Gym,22,0,8.2,9.9,
2026-06-08 23:00,Lab-A,23,0,16.24,9.6,2.0
2026-06-08 23:00,Lab-B,23,0,12.89,10.2,1.0
2026-06-08 23:00,Office,23,0,9.7,9.8,0.0
2026-06-08 23:00,Cafeteria,23,0,9.13,8.6,4.0
2026-06-08 23:00,Server-Room,23,0,45.63,10.7,1.0
2026-06-08 23:00,Gym,23,0,5.61,9.0,0.0
2026-06-09 00:00,Lab-A,0,1,17.62,9.4,5.0
2026-06-09 00:00,Lab-B,0,1,12.69,10.6,5.0
2026-06-09 00:00,Office,0,1,9.13,15.4,4.0
2026-06-09 00:00,Cafeteria,0,1,8.2,9.8,5.0
2026-06-09 00:00,Server-Room,0,1,43.79,10.2,0.0
2026-06-09 00:00,Gym,0,1,5.11,10.3,2.0
2026-06-09 01:00,Lab-A,1,1,13.63,11.4,3.0
2026-06-09 01:00,Lab-B,1,1,12.31,8.5,0.0
2026-06-09 01:00,Office,1,1,7.49,11.0,1.0
2026-06-09 01:00,Cafeteria,1,1,9.8,10.3,5.0
2026-06-09 01:00,Server-Room,1,1,45.21,8.6,4.0
2026-06-09 01:00,Gym,1,1,5.26,10.0,3.0
2026-06-09 02:00,Lab-A,2,1,15.89,10.7,0.0
2026-06-09 02:00,Lab-B,2,1,14.3,9.7,5.0
2026-06-09 02:00,Office,2,1,9.35,11.9,4.0
2026-06-09 02:00,Cafeteria,2,1,12.61,10.2,1.0
2026-06-09 02:00,Server-Room,2,1,43.26,12.1,3.0
2026-06-09 02:00,Gym,2,1,8.16,11.3,2.0
2026-06-09 03:00,Lab-A,3,1,13.61,12.5,3.0
2026-06-09 03:00,Lab-B,3,1,12.89,12.2,2.0
2026-06-09 03:00,Office,3,1,7.59,13.1,0.0
2026-06-09 03:00,Cafeteria,3,1,9.48,9.9,2.0
2026-06-09 03:00,Server-Room,3,1,45.53,11.0,4.0
2026-06-09 03:00,Gym,3,1,,12.8,3.0
2026-06-09 04:00,Lab-A,4,1,17.31,12.7,4.0
2026-06-09 04:00,Lab-B,4,1,11.9,12.5,2.0
2026-06-09 04:00,Office,4,1,8.99,14.6,2.0
2026-06-09 04:00,Cafeteria,4,1,13.72,15.2,4.0
2026-06-09 04:00,Server-Room,4,1,46.27,13.0,4.0
2026-06-09 04:00,Gym,4,1,5.22,15.3,0.0
2026-06-09 05:00,Lab-A,5,1,17.49,16.2,1.0
2026-06-09 05:00,Lab-B,5,1,12.4,14.5,0.0
2026-06-09 05:00,Office,5,1,10.62,17.3,0.0
2026-06-09 05:00,Cafeteria,5,1,13.76,12.4,3.0
2026-06-09 05:00,Server-Room,5,1,44.91,14.3,1.0
2026-06-09 05:00,Gym,5,1,8.08,13.4,0.0
2026-06-09 06:00,Lab-A,6,1,16.04,18.7,1.0
2026-06-09 06:00,Lab-B,6,1,10.88,18.9,3.0
2026-06-09 06:00,Office,6,1,6.15,15.2,1.0
2026-06-09 06:00,Cafeteria,6,1,13.48,18.7,4.0
2026-06-09 06:00,Server-Room,6,1,46.08,18.0,3.0
2026-06-09 06:00,Gym,6,1,7.24,15.4,1.0
2026-06-09 07:00,Lab-A,7,1,14.49,,4.0
2026-06-09 07:00,Lab-B,7,1,12.05,21.3,4.0
2026-06-09 07:00,Office,7,1,9.36,20.7,4.0
2026-06-09 07:00,Cafeteria,7,1,10.37,21.3,5.0
2026-06-09 07:00,Server-Room,7,1,44.28,21.5,5.0
2026-06-09 07:00,Gym,7,1,5.12,18.0,3.0
2026-06-09 08:00,Lab-A,8,1,20.28,21.2,16.0
2026-06-09 08:00,Lab-B,8,1,22.46,18.8,32.0
2026-06-09 08:00,Office,8,1,12.16,21.8,16.0
2026-06-09 08:00,Cafeteria,8,1,15.29,,7.0
2026-06-09 08:00,Server-Room,8,1,45.17,23.4,1.0
2026-06-09 08:00,Gym,8,1,6.43,21.2,9.0
2026-06-09 09:00,Lab-A,9,1,21.96,25.0,18.0
2026-06-09 09:00,Lab-B,9,1,27.15,24.7,40.0
2026-06-09 09:00,Office,9,1,11.23,21.0,11.0
2026-06-09 09:00,Cafeteria,9,1,20.13,22.6,31.0
2026-06-09 09:00,Server-Room,9,1,47.3,24.0,2.0
2026-06-09 09:00,Gym,9,1,17.89,21.8,
2026-06-09 10:00,Lab-A,10,1,22.47,24.8,17.0
2026-06-09 10:00,Lab-B,10,1,,24.7,
2026-06-09 10:00,Office,10,1,20.17,24.4,34.0
2026-06-09 10:00,Cafeteria,10,1,21.3,23.6,40.0
2026-06-09 10:00,Server-Room,10,1,51.2,26.7,1.0
2026-06-09 10:00,Gym,10,1,13.23,25.1,15.0
2026-06-09 11:00,Lab-A,11,1,22.27,26.1,11.0
2026-06-09 11:00,Lab-B,11,1,26.79,26.8,30.0
2026-06-09 11:00,Office,11,1,11.36,25.3,5.0
2026-06-09 11:00,Cafeteria,11,1,24.08,26.8,27.0
2026-06-09 11:00,Server-Room,11,1,46.95,24.1,2.0
2026-06-09 11:00,Gym,11,1,10.13,27.1,8.0
2026-06-09 12:00,Lab-A,12,1,21.52,25.0,11.0
2026-06-09 12:00,Lab-B,12,1,17.01,25.6,8.0
2026-06-09 12:00,Office,12,1,16.79,26.4,29.0
2026-06-09 12:00,Cafeteria,12,1,21.7,26.8,28.0
2026-06-09 12:00,Server-Room,12,1,47.13,22.0,0.0
2026-06-09 12:00,Gym,12,1,15.75,27.0,26.0
2026-06-09 13:00,Lab-A,13,1,24.19,26.3,9.0
2026-06-09 13:00,Lab-B,13,1,19.02,25.7,
2026-06-09 13:00,Office,13,1,23.78,26.8,37.0
2026-06-09 13:00,Cafeteria,13,1,22.34,24.3,40.0
2026-06-09 13:00,Server-Room,13,1,48.57,24.5,2.0
2026-06-09 13:00,Gym,13,1,,26.0,19.0
2026-06-09 14:00,Lab-A,14,1,24.09,27.1,16.0
2026-06-09 14:00,Lab-B,14,1,15.93,23.7,5.0
2026-06-09 14:00,Office,14,1,11.53,24.3,9.0
2026-06-09 14:00,Cafeteria,14,1,23.97,27.9,28.0
2026-06-09 14:00,Server-Room,14,1,49.06,24.3,1.0
2026-06-09 14:00,Gym,14,1,8.56,24.3,11.0
2026-06-09 15:00,Lab-A,15,1,21.45,23.6,15.0
2026-06-09 15:00,Lab-B,15,1,22.43,26.0,25.0
2026-06-09 15:00,Office,15,1,14.23,22.6,13.0
2026-06-09 15:00,Cafeteria,15,1,20.31,25.9,25.0
2026-06-09 15:00,Server-Room,15,1,47.25,22.6,0.0
2026-06-09 15:00,Gym,15,1,17.43,22.1,33.0
2026-06-09 16:00,Lab-A,16,1,20.65,19.7,19.0
2026-06-09 16:00,Lab-B,16,1,15.72,22.2,5.0
2026-06-09 16:00,Office,16,1,13.89,21.1,12.0
2026-06-09 16:00,Cafeteria,16,1,15.64,21.6,20.0
2026-06-09 16:00,Server-Room,16,1,45.31,21.0,1.0
2026-06-09 16:00,Gym,16,1,15.18,22.1,29.0
2026-06-09 17:00,Lab-A,17,1,23.56,20.0,33.0
2026-06-09 17:00,Lab-B,17,1,21.0,19.0,22.0
2026-06-09 17:00,Office,17,1,9.56,16.0,7.0
2026-06-09 17:00,Cafeteria,17,1,15.82,20.1,23.0
2026-06-09 17:00,Server-Room,17,1,46.57,19.5,2.0
2026-06-09 17:00,Gym,17,1,19.78,23.2,39.0
2026-06-09 18:00,Lab-A,18,1,18.8,18.7,20.0
2026-06-09 18:00,Lab-B,18,1,16.78,16.9,19.0
2026-06-09 18:00,Office,18,1,17.43,18.9,25.0
2026-06-09 18:00,Cafeteria,18,1,12.28,18.4,9.0
2026-06-09 18:00,Server-Room,18,1,46.82,22.4,0.0
2026-06-09 18:00,Gym,18,1,12.06,18.7,18.0
2026-06-09 19:00,Lab-A,19,1,13.17,17.6,4.0
2026-06-09 19:00,Lab-B,19,1,12.23,14.4,1.0
2026-06-09 19:00,Office,19,1,11.12,15.0,3.0
2026-06-09 19:00,Cafeteria,19,1,11.24,14.1,1.0
2026-06-09 19:00,Server-Room,19,1,47.2,15.6,2.0
2026-06-09 19:00,Gym,19,1,10.35,16.8,5.0
2026-06-09 20:00,Lab-A,20,1,17.84,17.5,3.0
2026-06-09 20:00,Lab-B,20,1,14.08,12.8,3.0
2026-06-09 20:00,Office,20,1,8.82,11.6,3.0
2026-06-09 20:00,Cafeteria,20,1,7.89,15.1,1.0
2026-06-09 20:00,Server-Room,20,1,43.42,14.1,0.0
2026-06-09 20:00,Gym,20,1,2.62,14.2,0.0
2026-06-09 21:00,Lab-A,21,1,15.76,10.5,4.0
2026-06-09 21:00,Lab-B,21,1,13.97,12.3,1.0
2026-06-09 21:00,Office,21,1,10.79,11.9,3.0
2026-06-09 21:00,Cafeteria,21,1,11.26,13.1,3.0
2026-06-09 21:00,Server-Room,21,1,49.05,13.5,3.0
2026-06-09 21:00,Gym,21,1,6.14,14.1,0.0
2026-06-09 22:00,Lab-A,22,1,17.59,10.0,5.0
2026-06-09 22:00,Lab-B,22,1,11.44,14.8,3.0
2026-06-09 22:00,Office,22,1,9.46,10.1,2.0
2026-06-09 22:00,Cafeteria,22,1,12.55,13.9,4.0
2026-06-09 22:00,Server-Room,22,1,46.28,9.6,0.0
2026-06-09 22:00,Gym,22,1,2.55,11.4,1.0
2026-06-09 23:00,Lab-A,23,1,18.42,8.9,5.0
2026-06-09 23:00,Lab-B,23,1,11.35,9.4,
2026-06-09 23:00,Office,23,1,10.54,9.1,
2026-06-09 23:00,Cafeteria,23,1,10.7,10.3,1.0
2026-06-09 23:00,Server-Room,23,1,43.95,8.7,2.0
2026-06-09 23:00,Gym,23,1,,,5.0
2026-06-10 00:00,Lab-A,0,2,16.83,,4.0
2026-06-10 00:00,Lab-B,0,2,14.57,10.0,2.0
2026-06-10 00:00,Office,0,2,9.3,10.1,5.0
2026-06-10 00:00,Cafeteria,0,2,7.36,7.9,0.0
2026-06-10 00:00,Server-Room,0,2,42.0,8.9,3.0
2026-06-10 00:00,Gym,0,2,5.89,9.0,0.0
2026-06-10 01:00,Lab-A,1,2,17.27,11.1,3.0
2026-06-10 01:00,Lab-B,1,2,17.22,9.0,5.0
2026-06-10 01:00,Office,1,2,8.2,11.8,5.0
2026-06-10 01:00,Cafeteria,1,2,13.12,7.7,5.0
2026-06-10 01:00,Server-Room,1,2,45.97,10.8,5.0
2026-06-10 01:00,Gym,1,2,5.84,10.5,4.0
2026-06-10 02:00,Lab-A,2,2,16.32,10.9,1.0
2026-06-10 02:00,Lab-B,2,2,14.27,10.0,5.0
2026-06-10 02:00,Office,2,2,8.22,11.1,1.0
2026-06-10 02:00,Cafeteria,2,2,8.46,11.3,0.0
2026-06-10 02:00,Server-Room,2,2,43.89,9.7,3.0
2026-06-10 02:00,Gym,2,2,7.16,11.5,
2026-06-10 03:00,Lab-A,3,2,16.2,12.6,1.0
2026-06-10 03:00,Lab-B,3,2,12.84,9.7,0.0
2026-06-10 03:00,Office,3,2,10.68,13.1,1.0
2026-06-10 03:00,Cafeteria,3,2,13.53,12.2,1.0
2026-06-10 03:00,Server-Room,3,2,47.11,9.3,3.0
2026-06-10 03:00,Gym,3,2,5.33,13.0,0.0
2026-06-10 04:00,Lab-A,4,2,16.0,14.7,2.0
2026-06-10 04:00,Lab-B,4,2,13.67,12.9,
2026-06-10 04:00,Office,4,2,9.14,11.5,3.0
2026-06-10 04:00,Cafeteria,4,2,10.94,16.3,0.0
2026-06-10 04:00,Server-Room,4,2,42.72,12.7,0.0
2026-06-10 04:00,Gym,4,2,7.04,15.5,0.0
2026-06-10 05:00,Lab-A,5,2,16.28,14.6,0.0
2026-06-10 05:00,Lab-B,5,2,11.9,17.5,2.0
2026-06-10 05:00,Office,5,2,7.77,14.9,2.0
2026-06-10 05:00,Cafeteria,5,2,7.8,20.4,5.0
2026-06-10 05:00,Server-Room,5,2,44.5,18.0,1.0
2026-06-10 05:00,Gym,5,2,4.28,12.8,3.0
2026-06-10 06:00,Lab-A,6,2,15.49,18.0,2.0
2026-06-10 06:00,Lab-B,6,2,15.15,15.7,5.0
2026-06-10 06:00,Office,6,2,8.42,18.8,1.0
2026-06-10 06:00,Cafeteria,6,2,13.49,17.6,4.0
2026-06-10 06:00,Server-Room,6,2,46.83,16.6,1.0
2026-06-10 06:00,Gym,6,2,6.18,19.2,5.0
2026-06-10 07:00,Lab-A,7,2,20.56,21.7,5.0
2026-06-10 07:00,Lab-B,7,2,12.75,21.5,2.0
2026-06-10 07:00,Office,7,2,7.94,22.5,0.0
2026-06-10 07:00,Cafeteria,7,2,12.2,18.1,5.0
2026-06-10 07:00,Server-Room,7,2,43.24,19.9,3.0
2026-06-10 07:00,Gym,7,2,8.12,16.9,2.0
2026-06-10 08:00,Lab-A,8,2,27.58,24.9,35.0
2026-06-10 08:00,Lab-B,8,2,14.05,21.9,11.0
2026-06-10 08:00,Office,8,2,10.16,21.3,17.0
2026-06-10 08:00,Cafeteria,8,2,22.81,23.7,37.0
2026-06-10 08:00,Server-Room,8,2,,21.3,0.0
2026-06-10 08:00,Gym,8,2,19.23,23.7,40.0
2026-06-10 09:00,Lab-A,9,2,27.06,25.3,33.0
2026-06-10 09:00,Lab-B,9,2,26.09,23.7,
2026-06-10 09:00,Office,9,2,18.24,27.4,10.0
2026-06-10 09:00,Cafeteria,9,2,17.52,25.5,6.0
2026-06-10 09:00,Server-Room,9,2,45.69,23.8,1.0
2026-06-10 09:00,Gym,9,2,9.11,21.8,21.0
2026-06-10 10:00,Lab-A,10,2,16.63,23.2,12.0
2026-06-10 10:00,Lab-B,10,2,,26.9,36.0
2026-06-10 10:00,Office,10,2,16.88,27.3,19.0
2026-06-10 10:00,Cafeteria,10,2,13.15,24.0,9.0
2026-06-10 10:00,Server-Room,10,2,45.43,24.8,2.0
2026-06-10 10:00,Gym,10,2,21.26,26.5,40.0
2026-06-10 11:00,Lab-A,11,2,24.55,25.9,19.0
2026-06-10 11:00,Lab-B,11,2,19.72,26.8,10.0
2026-06-10 11:00,Office,11,2,15.32,25.7,17.0
2026-06-10 11:00,Cafeteria,11,2,23.01,26.6,28.0
2026-06-10 11:00,Server-Room,11,2,48.22,25.7,1.0
2026-06-10 11:00,Gym,11,2,10.2,24.9,8.0
2026-06-10 12:00,Lab-A,12,2,27.77,27.3,29.0
2026-06-10 12:00,Lab-B,12,2,21.06,27.0,28.0
2026-06-10 12:00,Office,12,2,13.25,24.0,13.0
2026-06-10 12:00,Cafeteria,12,2,19.19,26.2,19.0
2026-06-10 12:00,Server-Room,12,2,50.15,24.9,1.0
2026-06-10 12:00,Gym,12,2,15.31,26.9,23.0
2026-06-10 13:00,Lab-A,13,2,29.78,26.5,34.0
2026-06-10 13:00,Lab-B,13,2,15.51,24.7,7.0
2026-06-10 13:00,Office,13,2,17.12,25.3,12.0
2026-06-10 13:00,Cafeteria,13,2,22.13,25.0,35.0
2026-06-10 13:00,Server-Room,13,2,46.54,25.3,1.0
2026-06-10 13:00,Gym,13,2,19.83,27.1,26.0
2026-06-10 14:00,Lab-A,14,2,22.47,24.8,19.0
2026-06-10 14:00,Lab-B,14,2,18.43,26.4,16.0
2026-06-10 14:00,Office,14,2,19.06,27.1,24.0
2026-06-10 14:00,Cafeteria,14,2,18.23,26.8,15.0
2026-06-10 14:00,Server-Room,14,2,47.22,23.4,1.0
2026-06-10 14:00,Gym,14,2,15.01,25.0,27.0
2026-06-10 15:00,Lab-A,15,2,26.39,23.5,38.0
2026-06-10 15:00,Lab-B,15,2,16.18,23.1,17.0
2026-06-10 15:00,Office,15,2,15.86,25.4,11.0
2026-06-10 15:00,Cafeteria,15,2,12.89,25.0,8.0
2026-06-10 15:00,Server-Room,15,2,44.07,22.5,1.0
2026-06-10 15:00,Gym,15,2,15.69,23.2,33.0
2026-06-10 16:00,Lab-A,16,2,22.38,22.7,14.0
2026-06-10 16:00,Lab-B,16,2,16.9,22.0,17.0
2026-06-10 16:00,Office,16,2,7.26,20.0,11.0
2026-06-10 16:00,Cafeteria,16,2,17.19,18.9,14.0
2026-06-10 16:00,Server-Room,16,2,44.25,23.9,2.0
2026-06-10 16:00,Gym,16,2,10.64,21.0,11.0
2026-06-10 17:00,Lab-A,17,2,18.61,21.4,8.0
2026-06-10 17:00,Lab-B,17,2,17.6,16.8,26.0
2026-06-10 17:00,Office,17,2,17.75,20.1,30.0
2026-06-10 17:00,Cafeteria,17,2,19.16,17.8,30.0
2026-06-10 17:00,Server-Room,17,2,43.81,19.2,0.0
2026-06-10 17:00,Gym,17,2,6.04,20.6,10.0
2026-06-10 18:00,Lab-A,18,2,25.86,17.7,29.0
2026-06-10 18:00,Lab-B,18,2,20.45,18.7,28.0
2026-06-10 18:00,Office,18,2,11.75,15.8,
2026-06-10 18:00,Cafeteria,18,2,23.07,18.3,37.0
2026-06-10 18:00,Server-Room,18,2,45.9,15.7,2.0
2026-06-10 18:00,Gym,18,2,8.39,18.3,11.0
2026-06-10 19:00,Lab-A,19,2,15.9,18.3,3.0
2026-06-10 19:00,Lab-B,19,2,12.3,15.3,2.0
2026-06-10 19:00,Office,19,2,5.09,15.3,0.0
2026-06-10 19:00,Cafeteria,19,2,13.72,17.0,
2026-06-10 19:00,Server-Room,19,2,46.71,13.8,0.0
2026-06-10 19:00,Gym,19,2,7.33,14.1,4.0
2026-06-10 20:00,Lab-A,20,2,15.53,11.3,4.0
2026-06-10 20:00,Lab-B,20,2,15.26,15.8,5.0
2026-06-10 20:00,Office,20,2,8.93,14.8,5.0
2026-06-10 20:00,Cafeteria,20,2,11.05,13.9,4.0
2026-06-10 20:00,Server-Room,20,2,45.17,14.2,3.0
2026-06-10 20:00,Gym,20,2,5.31,12.1,1.0
2026-06-10 21:00,Lab-A,21,2,13.88,9.6,0.0
2026-06-10 21:00,Lab-B,21,2,12.39,13.0,0.0
2026-06-10 21:00,Office,21,2,10.02,11.1,2.0
2026-06-10 21:00,Cafeteria,21,2,10.58,14.5,3.0
2026-06-10 21:00,Server-Room,21,2,48.74,11.2,1.0
2026-06-10 21:00,Gym,21,2,6.49,13.4,4.0
2026-06-10 22:00,Lab-A,22,2,16.87,9.2,4.0
2026-06-10 22:00,Lab-B,22,2,16.54,9.8,5.0
2026-06-10 22:00,Office,22,2,7.49,9.7,2.0
2026-06-10 22:00,Cafeteria,22,2,13.12,13.3,5.0
2026-06-10 22:00,Server-Room,22,2,45.49,11.9,1.0
2026-06-10 22:00,Gym,22,2,5.76,13.0,1.0
2026-06-10 23:00,Lab-A,23,2,14.64,9.3,1.0
2026-06-10 23:00,Lab-B,23,2,13.09,9.8,5.0
2026-06-10 23:00,Office,23,2,10.77,10.1,2.0
2026-06-10 23:00,Cafeteria,23,2,10.67,9.8,1.0
2026-06-10 23:00,Server-Room,23,2,42.41,8.7,2.0
2026-06-10 23:00,Gym,23,2,6.17,9.7,1.0
2026-06-11 00:00,Lab-A,0,3,18.61,9.7,5.0
2026-06-11 00:00,Lab-B,0,3,14.85,10.5,5.0
2026-06-11 00:00,Office,0,3,8.06,8.9,5.0
2026-06-11 00:00,Cafeteria,0,3,10.72,9.2,1.0
2026-06-11 00:00,Server-Room,0,3,48.57,7.2,
2026-06-11 00:00,Gym,0,3,6.66,10.7,1.0
2026-06-11 01:00,Lab-A,1,3,13.6,9.7,0.0
2026-06-11 01:00,Lab-B,1,3,11.5,9.4,2.0
2026-06-11 01:00,Office,1,3,7.77,10.4,2.0
2026-06-11 01:00,Cafeteria,1,3,10.97,10.2,1.0
2026-06-11 01:00,Server-Room,1,3,45.79,9.8,1.0
2026-06-11 01:00,Gym,1,3,8.16,11.4,0.0
2026-06-11 02:00,Lab-A,2,3,14.16,8.8,2.0
2026-06-11 02:00,Lab-B,2,3,11.58,8.8,0.0
2026-06-11 02:00,Office,2,3,7.95,9.1,2.0
2026-06-11 02:00,Cafeteria,2,3,13.19,12.8,0.0
2026-06-11 02:00,Server-Room,2,3,48.36,12.2,3.0
2026-06-11 02:00,Gym,2,3,7.13,12.9,5.0
2026-06-11 03:00,Lab-A,3,3,15.17,13.5,4.0
2026-06-11 03:00,Lab-B,3,3,13.35,12.5,4.0
2026-06-11 03:00,Office,3,3,7.06,11.8,4.0
2026-06-11 03:00,Cafeteria,3,3,11.99,10.6,1.0
2026-06-11 03:00,Server-Room,3,3,43.95,14.2,0.0
2026-06-11 03:00,Gym,3,3,5.5,12.0,2.0
2026-06-11 04:00,Lab-A,4,3,17.02,12.6,4.0
2026-06-11 04:00,Lab-B,4,3,12.67,16.7,3.0
2026-06-11 04:00,Office,4,3,12.81,13.2,4.0
2026-06-11 04:00,Cafeteria,4,3,10.09,16.9,4.0
2026-06-11 04:00,Server-Room,4,3,48.09,13.0,1.0
2026-06-11 04:00,Gym,4,3,7.32,12.9,2.0
2026-06-11 05:00,Lab-A,5,3,14.55,15.5,0.0
2026-06-11 05:00,Lab-B,5,3,11.99,16.8,1.0
2026-06-11 05:00,Office,5,3,8.62,17.0,0.0
2026-06-11 05:00,Cafeteria,5,3,10.69,16.0,3.0
2026-06-11 05:00,Server-Room,5,3,42.78,14.4,3.0
2026-06-11 05:00,Gym,5,3,6.53,14.1,1.0
2026-06-11 06:00,Lab-A,6,3,15.0,19.8,5.0
2026-06-11 06:00,Lab-B,6,3,12.98,19.0,3.0
2026-06-11 06:00,Office,6,3,9.57,19.6,5.0
2026-06-11 06:00,Cafeteria,6,3,10.08,18.0,4.0
2026-06-11 06:00,Server-Room,6,3,43.64,16.2,5.0
2026-06-11 06:00,Gym,6,3,6.8,17.8,4.0
2026-06-11 07:00,Lab-A,7,3,15.64,22.3,3.0
2026-06-11 07:00,Lab-B,7,3,12.67,20.8,4.0
2026-06-11 07:00,Office,7,3,7.08,21.0,2.0
2026-06-11 07:00,Cafeteria,7,3,10.68,18.8,
2026-06-11 07:00,Server-Room,7,3,45.34,21.4,2.0
2026-06-11 07:00,Gym,7,3,9.37,20.1,5.0
2026-06-11 08:00,Lab-A,8,3,20.27,21.6,12.0
2026-06-11 08:00,Lab-B,8,3,21.17,22.6,21.0
2026-06-11 08:00,Office,8,3,18.49,22.3,30.0
2026-06-11 08:00,Cafeteria,8,3,20.9,22.2,37.0
2026-06-11 08:00,Server-Room,8,3,45.32,24.3,1.0
2026-06-11 08:00,Gym,8,3,10.03,20.7,8.0
2026-06-11 09:00,Lab-A,9,3,24.6,23.4,26.0
2026-06-11 09:00,Lab-B,9,3,21.41,24.4,27.0
2026-06-11 09:00,Office,9,3,18.75,25.2,27.0
2026-06-11 09:00,Cafeteria,9,3,18.58,25.2,17.0
2026-06-11 09:00,Server-Room,9,3,,20.8,0.0
2026-06-11 09:00,Gym,9,3,11.64,24.9,5.0
2026-06-11 10:00,Lab-A,10,3,22.17,23.5,19.0
2026-06-11 10:00,Lab-B,10,3,22.49,24.1,28.0
2026-06-11 10:00,Office,10,3,18.98,26.2,22.0
